-0.56 -1.22 -1.74 0 0 -0.25
0.71 -0.55 -0.92 0 0 -1.55
1.69 0.05 0.87 1 1 -0.17
0.93 0.4 -1.43 0 0 -0.6
1.84 0.04 0.85 1 1 1.98
1.45 0.47 -0.22 0 1 -0.77
-1.08 0.37 -0.43 0 0 0.49
-0.46 0.97 0.8 0 1 0.24
0.15 -0.83 0.59 0 1 -0.39
-0.35 0.48 -1.04 0 1 -0.38
-1.09 -0.72 -0.35 0 1 -0.53
-0.27 0.93 1.79 0 1 -0.16
-0.05 1.16 -0.17 0 1 -0.64
-1.06 0.01 0.57 0 1 -0.48
1.06 -0.4 1.82 0 1 -0.95
-0.12 -1 -0.18 0 0 -1.23
0.55 0.69 0.78 0 0 -0.09
-0.96 -1.27 -1.27 1 0 -0.78
1.37 2.2 0.16 1 1 1.17
0.29 0.16 -0.87 0 0 -1.54
-1.17 0.73 -0.58 1 1 2.11
-0.54 1.41 -0.08 0 1 0.41
0.03 0.08 -0.84 0 0 -1.82
-0.15 0.94 0.49 0 1 -0.36
-1.33 0.96 -0.56 0 0 0.38
-0.51 -0.77 1.12 0 1 1.02
-0.2 -0.3 -0.28 1 1 1.23
2.55 0.42 1.49 0 0 0.1
-0.96 0.46 0.71 1 1 0.83
1.37 1.04 0.73 0 1 -0.14
-0.92 -0.72 -1.77 0 0 -0.18
0.63 0.67 -0.08 0 1 -0.27
-0.41 0.82 0.88 0 0 -2.32
0.86 -0.75 -0.37 0 0 1.34
-0.18 0.79 -1.72 0 1 -1.04
0.52 -1.65 -0.29 0 1 -0.53
-0.09 -2.29 0.09 0 0 0.7
-0.96 0.26 0.19 0 0 1.42
0.61 0.44 0.16 1 1 0.76
-0.05 -0.28 1.24 0 0 0.59
0.62 -0.05 0.31 0 1 1.21
1.26 1.09 -0.24 0 1 -0.62
-1.81 -0.62 0.39 0 0 -0.97
-0.73 -2.44 1.14 0 0 0.95
-0.02 0.99 -1.3 0 1 1.94
-1.42 -0.45 -1.15 0 0 -1.14
-0.01 -1.31 -0.16 0 1 -0.82
-0.88 -0.37 -0.88 0 0 0.34
0.07 1.17 0.72 1 1 1.07
-1.02 -0.97 0.27 0 0 -0.88
-0.02 0.12 -0.65 0 1 -0.27
0.52 0.2 0.15 0 0 0.35
-0.18 0.57 0.12 0 1 -0.93
0.07 0.37 0.16 1 1 0.82
0.46 -1.05 -1.24 0 0 -0.32
-0.19 -0.89 1.03 0 1 -0.61
-0.21 0.37 -0.04 0 0 0.77
1.58 -0.8 -0.45 1 1 1.07
1.62 -0.21 0.06 1 1 0.16
-0.34 2.21 0 1 1 1.28
0.52 1.01 -1.04 0 0 1.72
-1.04 -0.38 0.11 0 1 0.45
0.53 -0.54 1.11 1 1 2.11
0.19 -0.62 -0.06 0 0 1.19
0.03 0.45 -1.75 0 1 0.28
0.3 -0.46 0.81 0 1 -1.05
-0.92 -0.07 -0.08 0 0 -0.87
-1.61 -0.69 0.71 0 0 -0.7
-0.92 0.43 -0.93 1 0 -0.02
-0.56 0.8 -0.29 0 1 -0.73
-0.54 0.83 0.44 0 1 -0.79
-0.14 -0.91 -0.21 0 0 -0.28
-0.7 -0.57 0.59 0 1 -0.57
-0.71 -0.15 -0.53 0 0 0.36
-0.83 0.51 0.66 0 0 0.87
1.54 -0.84 -0.71 0 1 -0.66
0.7 -0.44 -2.42 0 0 -1.72
0.05 0.94 1.12 0 0 1.54
0.96 -0.01 -1.48 0 0 1.15
1.09 1.41 -1.11 1 1 1.11
1.2 -1.55 -0.5 0 0 -1.07
-2.49 -0.88 -0.77 0 0 -1.05
-1.26 -0.05 -1.04 0 0 -0.02
0.03 0.38 -0.96 0 1 1.1
-0.27 -0.03 -0.31 1 1 0.16
-1.66 -0.3 -0.67 0 0 -0.68
-1.07 0 0.61 0 0 0.2
-0.56 -0.91 0.38 0 0 0.01
1.74 -0.07 -0.06 0 1 0.01
0.49 0.33 -2.54 0 1 0.23
1.51 -1.75 -0.71 0 0 -1.81
0.93 -1.99 1.31 0 1 -1.49
-0.32 -0.15 0.01 0 0 -0.29
1.86 1.94 -1.58 1 1 1.45
-0.56 -0.9 -0.48 0 0 -1.73
-1.97 -0.21 -1.46 0 0 -2.22
0.39 -1.08 -0.41 1 1 0.2
-0.58 1.96 0.27 0 0 -1.22
-0.43 0.52 1.22 1 0 0.03
0.33 1.06 -0.4 0 1 -0.26
0.23 -0.27 0.32 0 0 -0.94
1.5 1.24 -0.32 1 1 -0.86
-0.46 -0.36 -1.23 0 0 0.42
-1.88 0.04 -0.59 0 0 -2.2
0.45 0.56 -1.02 0 1 -0.62
0.27 0.15 0.97 0 0 0.79
-0.01 0.8 1.25 1 0 0.38
0.36 -0.41 -0.29 0 1 -1.28
0.38 0.08 -1.54 0 1 0.48
-0.25 -0.97 -0.22 0 0 0.5
-1.63 -1.11 -1.04 0 0 -2.06
0.76 -0.07 -0.5 1 0 -0.17
-0.92 0.37 -0.53 0 0 0.17
2.03 1.85 -0.11 1 1 2.44
0.49 1.16 0.48 1 0 2.05
-0.79 -0.16 0.18 0 0 -1.78
0.47 3.18 0.13 1 1 1.13
-1.06 0.87 -1.28 1 1 0.28
1.23 1.57 0.83 1 1 0.84
0.63 0.15 -0.26 1 1 -0.22
0.31 0.03 0.48 0 0 0.31
-2.22 -0.24 0.56 0 0 -0.31
-1.15 0 0.24 0 0 -1.64
0.34 0.71 -1.04 0 0 -2.21
-0.9 0.34 -0.8 1 1 -0.46
-1.04 -0.69 1.15 0 1 -0.17
-0.18 -0.86 1.38 0 1 0.27
-0.56 0.25 -0.78 0 1 -0.27
-0.51 0.21 0.75 1 0 -0.02
2.33 -1.94 0.06 1 1 -1.38
-0.03 -0.98 -0.71 0 0 -0.75
2.9 0.67 2.87 0 1 1.07
-0.43 1.13 0.51 0 0 0.93
0.67 -0.47 -0.17 0 1 0.26
0.94 0.83 -1.23 0 0 -2.06
-0.49 -1.57 1.44 1 1 0.89
0.31 -1.77 0.89 0 1 -0.64
0.04 0.84 0.47 1 1 1.85
-0.45 1.61 -0.2 1 1 0.92
1.15 -1.41 -1.58 0 1 -1.35
-1.39 0.76 -0.88 0 0 -0.49
0.65 0.15 0.53 1 1 0.95
0.93 -0.16 -0.7 0 1 -0.61
-1.63 -0.94 0.12 0 0 0.25
-1.8 0.24 0.31 0 0 -0.64
-1.44 -0.57 0.38 1 0 0.44
1.52 0.77 -0.85 0 1 -0.68
-1.21 0.88 0.04 0 0 -0.04
1.65 2.16 -0.28 0 1 0.87
-1.89 0.7 -1.26 0 0 0.61
-0.43 -1.36 -0.19 1 0 -0.25
0.13 0.1 -0.18 1 1 -0.12
1.11 0.16 -0.29 0 1 -1.55
0.87 0.55 0.97 1 1 0.92
-0.61 -1.78 -0.99 0 0 -0.18
2.24 -0.3 0.68 1 1 0.51
0.25 0.53 -0.81 0 1 0.63
1.64 -0.78 0.73 0 1 1.17
0.11 1.18 1.14 1 1 -0.63
0.25 -0.13 0.19 0 0 0.63
0.26 0.81 0.36 1 1 1.88
-0.15 0.59 -0.04 0 1 1.33
-0.41 0.44 -0.5 1 0 -0.83
1.93 0.38 -0.79 0 1 1.19
0.51 1.2 -2.2 1 0 -0.32
-2.19 -2.46 -1.45 0 0 -0.81
1.18 0.72 1.74 0 1 1.71
0.54 -0.04 -0.92 0 1 -0.27
1.19 -0.11 0.18 1 1 1.26
-0.14 0.64 0.34 1 1 -1.7
-1.35 0.26 -0.81 1 0 1.03
-0.13 0.28 2.08 0 1 -0.83
0.28 0.11 -2.12 1 0 -0.7
0.36 0.31 1.72 0 0 0.09
-1.07 -0.18 1.48 1 0 1.74
-0.33 0.11 -0.85 0 0 -0.41
0.1 -0.39 -0.03 0 0 -0.81
-0.38 -0.37 -0.66 0 0 -0.14
0.47 1.77 1.39 1 1 0.59
0.45 -0.31 -0.49 0 1 -0.42
-0.01 -0.57 0.75 0 1 0.55
0.35 0.74 -0.68 0 1 -0.38
-0.79 0.81 0.03 0 1 0.42
0.44 1.11 -0.92 0 0 -1.54
-0.08 -0.02 0.45 1 1 1.77
-0.3 0.11 0.46 0 1 1.33
0.38 -0.31 -0.74 0 1 -1.48
-1.16 -0.21 -0.29 0 1 0.43
1.42 -0.63 1.08 0 1 0.19
-1.67 1.4 -0.42 0 0 -0.68
0.36 1.15 0.13 1 1 0.39
0.5 -0.15 -0.06 0 0 1.01
-0.42 -0.5 0.69 1 1 -0.3
0.01 -0.34 0.14 0 0 1.04
0.49 0.62 0.84 1 1 -1.53
-1.9 -0.05 1.53 0 0 -1.19
0.65 0.33 -1.61 0 1 -0.46
1.3 -0.13 0.98 1 1 0.3
0.49 -0.61 -0.23 0 0 0.67
-0.26 0.8 -0.86 1 0 -0.52
-0.71 0.2 0.21 0 1 -0.26
0.71 -0.37 0.11 0 1 0.56
0.53 0.03 -0.04 0 1 -0.34
0.31 1.66 -0.61 0 1 0.22
-0.95 0.99 0.39 0 1 1.19
1.5 -1.55 -0.77 0 1 -2.26
-0.51 -0.67 -0.54 0 0 0.6
0 -0.78 -0.07 0 0 -1.38
-0.2 2.16 -1.01 1 0 -0.44
0.41 2.6 -1.49 1 1 0.67
-0.8 0.96 -0.19 0 0 0.69
