42.97 1 25.2
22.69 0 20.21
26.78 0 15.69
23.78 0 18.55
8.5 0 9.44
20.61 1 24.99
30.49 1 22.06
22.56 1 18.77
10.38 0 21.33
21.73 1 29.01
28.35 1 11.22
24.74 1 10.39
13.09 0 18.03
22.38 1 16.31
24.5 1 22.77
11.5 1 13.89
11.7 0 14.1
18.46 0 20.95
20.56 0 15.51
31.1 1 14.25
20.81 0 11.8
15.8 0 21.09
22.84 0 17.09
14.06 1 22.23
15.33 0 17.19
25.07 1 16.96
27.8 0 13.42
16.3 1 18.64
15.93 0 16.11
18.44 0 14.12
30.58 1 25.15
30.64 0 16.46
22.76 0 12.55
18.87 1 17.8
24.05 0 20.02
22.57 0 17.97
32.49 1 17.78
21.78 1 20.33
32.91 1 20.11
24.98 0 14.12
22.46 1 25.48
15.15 0 15.18
18.53 0 16.78
11.04 0 14.66
19.57 1 16.52
17.59 1 22.49
24.33 0 20.65
16.31 1 24.05
32.77 1 19.13
19.74 0 16.81
25.3 1 26.5
11.29 0 14.99
15.79 0 14.28
20.43 1 21.12
16.39 1 20.73
18.38 1 15.26
18.88 0 16.96
14.76 0 19.17
13.31 1 15.59
17.67 0 17.17
16.8 0 20.59
18.09 0 14.75
10.88 0 10.66
17.47 0 14.99
18.54 1 22.58
22.8 1 23.74
36.34 1 23.38
24.02 0 15.18
18.8 1 17.75
14.52 0 14.22
19.38 0 16.29
19.1 1 22.84
21.19 0 21.47
21.73 1 11.06
17.33 0 16.02
22.54 0 16.54
30.55 1 19.41
18.12 0 20.74
14.29 0 16.5
29.47 1 19.7
16.76 0 14.43
13.38 0 16.16
26.96 1 18.07
21.04 1 17.7
10.63 0 15.58
16.88 0 14.56
2.25 0 20.58
16.47 0 18.29
14.18 0 13.76
13.93 0 9.74
9.03 0 12.07
27.36 1 23.08
24.87 0 16.62
22.67 0 14.19
14.39 0 13.82
22.49 0 15.17
17.38 0 16.26
27.25 0 24.01
22.03 0 17.77
19.74 0 17.82
2.42 0 12.48
22.62 1 16.26
31.13 1 17.54
15.16 1 18.01
19.7 0 18.5
27.01 1 21.42
29.57 1 21.39
21.65 0 12.19
23.84 0 17.44
10.47 0 15.02
11.38 0 13.9
20.5 0 17.49
23.22 0 12.18
26.03 1 26.51
18.06 0 16.38
18.85 0 7.68
25.11 1 20.06
27.95 0 20.56
18.5 1 20.57
25.67 0 10.71
15.42 0 22.12
15.23 0 13.89
14.87 1 20.42
19.56 0 12.26
23.25 1 16.21
27.01 1 22.43
20.12 0 23.04
18.95 0 15.89
15.46 0 9.87
15.36 0 15.28
17.92 0 14.13
18.75 1 20.51
