1 9 0 0 1.978867 0 0 1 . . .
2 12 1 1 -0.5454916 0 0 0 0 0 0
3 12 1 0 -1.40498 0 0 0 0 0 0
5 12 0 1 0.9741806 0 0 0 0 0 1
6 11 0 0 -0.6356313 0 0 0 0 1 .
7 9 0 1 -0.2428857 0 0 1 . . .
9 12 1 0 -0.8685001 0 0 0 0 0 0
10 11 0 0 0.4535947 0 0 0 0 1 .
11 12 1 1 0.8017636 0 0 0 0 0 0
12 11 0 1 -0.745946 0 0 0 0 1 .
13 12 1 0 -0.9002126 0 0 0 0 0 0
14 11 0 1 0.6127937 0 0 0 0 1 .
15 9 0 1 -1.421212 0 0 1 . . .
16 12 0 1 1.201357 0 0 0 0 0 1
17 10 0 1 1.723024 0 0 0 1 . .
18 12 0 1 -0.8355232 0 0 0 0 0 1
19 7 0 0 -0.738722 1 . . . . .
20 12 1 0 -0.1892383 0 0 0 0 0 0
21 10 0 1 0.0398107 0 0 0 1 . .
22 12 0 1 -0.6496482 0 0 0 0 0 1
23 11 0 1 0.6315929 0 0 0 0 1 .
24 12 1 0 -1.007211 0 0 0 0 0 0
25 11 0 0 -1.169528 0 0 0 0 1 .
26 12 1 0 0.3712787 0 0 0 0 0 0
28 11 0 1 -0.2747872 0 0 0 0 1 .
29 12 1 1 -0.2810016 0 0 0 0 0 0
30 11 0 1 0.6795623 0 0 0 0 1 .
31 9 0 0 -0.5066937 0 0 1 . . .
32 12 0 1 1.09896 0 0 0 0 0 1
33 11 0 1 -0.5096419 0 0 0 0 1 .
34 11 0 0 -0.7942539 0 0 0 0 1 .
35 8 0 0 0.1723164 0 1 . . . .
36 7 0 1 -0.4987231 1 . . . . .
37 9 0 0 -0.7718669 0 0 1 . . .
38 12 0 1 -1.009162 0 0 0 0 0 1
39 10 0 1 0.3333742 0 0 0 1 . .
40 12 1 0 -0.8734301 0 0 0 0 0 0
41 12 1 1 -0.0443285 0 0 0 0 0 0
42 7 0 1 1.944432 1 . . . . .
44 9 0 1 -0.1826829 0 0 1 . . .
45 12 1 0 0.4023626 0 0 0 0 0 0
46 7 0 1 -0.2526573 1 . . . . .
47 12 1 0 0.1270647 0 0 0 0 0 0
49 9 0 0 -0.497675 0 0 1 . . .
50 10 0 1 -1.264185 0 0 0 1 . .
51 11 0 1 0.7864386 0 0 0 0 1 .
53 11 0 1 1.301857 0 0 0 0 1 .
54 8 0 0 -0.930881 0 1 . . . .
55 12 1 0 -0.6345588 0 0 0 0 0 0
56 12 1 0 -0.4567847 0 0 0 0 0 0
59 7 0 1 -0.8956472 1 . . . . .
60 12 1 1 0.4606718 0 0 0 0 0 0
61 10 0 1 -0.1468798 0 0 0 1 . .
62 12 1 0 -0.9340343 0 0 0 0 0 0
64 10 0 1 0.5343958 0 0 0 1 . .
65 10 0 1 0.5125232 0 0 0 1 . .
66 9 0 1 0.076352 0 0 1 . . .
67 12 0 1 2.274652 0 0 0 0 0 1
68 12 1 1 -0.038942 0 0 0 0 0 0
69 12 1 0 -0.2046077 0 0 0 0 0 0
70 12 0 0 1.101516 0 0 0 0 0 1
72 7 0 1 0.5754864 1 . . . . .
74 12 1 1 -0.6167721 0 0 0 0 0 0
75 10 0 1 1.274098 0 0 0 1 . .
76 12 1 1 -1.09289 0 0 0 0 0 0
77 9 0 0 -0.4979846 0 0 1 . . .
78 9 0 1 2.281519 0 0 1 . . .
79 12 1 0 -0.4736431 0 0 0 0 0 0
82 12 1 0 -0.5601891 0 0 0 0 0 0
83 11 0 0 -0.1174195 0 0 0 0 1 .
85 10 0 1 0.2928464 0 0 0 1 . .
87 7 0 1 2.677901 1 . . . . .
88 9 0 1 0.7856553 0 0 1 . . .
89 11 0 0 -0.0751572 0 0 0 0 1 .
90 12 1 1 0.7027546 0 0 0 0 0 0
93 7 0 1 1.162375 1 . . . . .
94 7 0 0 0.1685257 1 . . . . .
95 12 0 1 -1.15369 0 0 0 0 0 1
96 12 1 1 1.1891 0 0 0 0 0 0
97 12 1 1 -0.1690207 0 0 0 0 0 0
98 7 0 1 1.336862 1 . . . . .
99 10 0 1 -0.2479436 0 0 0 1 . .
100 12 1 1 0.1066806 0 0 0 0 0 0
101 12 1 0 -1.176371 0 0 0 0 0 0
102 8 0 1 0.6049317 0 1 . . . .
103 12 0 1 -0.4609781 0 0 0 0 0 1
104 10 0 1 0.8550627 0 0 0 1 . .
105 12 1 1 0.6395391 0 0 0 0 0 0
106 9 0 0 -0.880625 0 0 1 . . .
107 12 0 1 0.1197688 0 0 0 0 0 1
109 11 0 1 0.6249543 0 0 0 0 1 .
110 12 0 0 -0.665511 0 0 0 0 0 1
111 10 0 1 -0.1019844 0 0 0 1 . .
112 12 1 1 -0.6609311 0 0 0 0 0 0
113 12 0 0 -0.7733677 0 0 0 0 0 1
115 10 0 0 0.2893802 0 0 0 1 . .
116 12 1 0 -0.7309951 0 0 0 0 0 0
117 10 0 0 0.9852805 0 0 0 1 . .
118 12 1 1 -0.2098322 0 0 0 0 0 0
119 9 0 1 0.1193043 0 0 1 . . .
120 11 0 0 -0.5831446 0 0 0 0 1 .
121 10 0 0 -0.5979856 0 0 0 1 . .
123 12 0 1 1.317882 0 0 0 0 0 1
124 9 0 1 -0.6843978 0 0 1 . . .
125 10 0 0 -0.6205077 0 0 0 1 . .
126 12 1 1 0.9816106 0 0 0 0 0 0
127 9 0 1 -0.1956909 0 0 1 . . .
128 9 0 1 -0.3016481 0 0 1 . . .
129 9 0 0 0.2769974 0 0 1 . . .
130 12 0 1 -0.6679434 0 0 0 0 0 1
131 7 0 1 1.705101 1 . . . . .
132 12 1 0 1.136413 0 0 0 0 0 0
133 12 0 0 -0.8742293 0 0 0 0 0 1
134 12 0 0 -0.5185313 0 0 0 0 0 1
135 12 1 0 -0.9534058 0 0 0 0 0 0
137 12 1 0 -0.4808165 0 0 0 0 0 0
138 12 0 1 -0.2418982 0 0 0 0 0 1
141 11 0 1 0.7441198 0 0 0 0 1 .
142 9 0 1 -0.5715027 0 0 1 . . .
144 7 0 1 0.3229557 1 . . . . .
145 10 0 0 -0.5222309 0 0 0 1 . .
147 10 0 0 -1.014583 0 0 0 1 . .
148 12 0 0 -0.5544066 0 0 0 0 0 1
149 12 1 1 -0.2963026 0 0 0 0 0 0
150 11 0 1 0.5039843 0 0 0 0 1 .
151 12 0 1 -0.4998838 0 0 0 0 0 1
152 8 0 1 -0.7078002 0 1 . . . .
153 12 1 0 -0.541869 0 0 0 0 0 0
154 11 0 1 -0.9350538 0 0 0 0 1 .
155 9 0 1 -0.5412688 0 0 1 . . .
156 12 0 0 -0.4468597 0 0 0 0 0 1
157 12 1 0 -0.7951416 0 0 0 0 0 0
158 12 0 1 -1.290788 0 0 0 0 0 1
160 10 0 1 -0.6088968 0 0 0 1 . .
161 12 1 0 -0.7004704 0 0 0 0 0 0
163 11 0 0 -0.4182373 0 0 0 0 1 .
164 10 0 1 -0.218199 0 0 0 1 . .
166 11 0 1 2.781413 0 0 0 0 1 .
167 10 0 1 0.4216718 0 0 0 1 . .
168 12 1 0 -0.6521568 0 0 0 0 0 0
169 10 0 1 0.3223755 0 0 0 1 . .
170 9 0 1 0.1611462 0 0 1 . . .
171 10 0 1 0.1002398 0 0 0 1 . .
172 12 1 0 -0.2660595 0 0 0 0 0 0
173 7 0 1 -0.0835057 1 . . . . .
175 10 0 1 0.4819848 0 0 0 1 . .
178 9 0 1 1.184903 0 0 1 . . .
179 12 1 0 0.3363167 0 0 0 0 0 0
180 12 1 1 -0.3578705 0 0 0 0 0 0
181 12 0 1 -0.2297332 0 0 0 0 0 1
182 7 0 1 1.498928 1 . . . . .
184 12 1 0 -1.004479 0 0 0 0 0 0
185 10 0 1 1.639544 0 0 0 1 . .
186 12 1 0 -0.7791641 0 0 0 0 0 0
187 10 0 0 -1.71618 0 0 0 1 . .
188 12 0 1 0.9624444 0 0 0 0 0 1
190 8 0 1 1.913124 0 1 . . . .
191 9 0 1 -0.3731116 0 0 1 . . .
192 8 0 1 -0.565405 0 1 . . . .
193 12 1 0 -1.200165 0 0 0 0 0 0
195 12 1 1 -0.2440293 0 0 0 0 0 0
196 11 0 1 1.52794 0 0 0 0 1 .
197 12 0 0 -0.5037777 0 0 0 0 0 1
198 12 1 0 -0.8561198 0 0 0 0 0 0
199 11 0 0 0.2155128 0 0 0 0 1 .
200 12 1 0 -0.87259 0 0 0 0 0 0
