1 0 0 0 0 0 0
2 0 0 0 0 0 0
3 0 0 0 0 0 0
4 0 0 0 0 0 0
5 0 0 0 . 0 0
6 0 0 1 1 1 1
7 0 0 1 1 1 1
8 0 0 0 . 1 1
9 0 0 0 0 0 0
10 0 0 0 1 0 1
11 0 0 0 0 0 0
12 0 0 0 0 0 0
13 0 0 0 0 0 0
14 0 0 0 0 1 0
15 0 0 0 0 0 0
16 0 0 1 0 1 0
17 0 0 . . 0 0
18 0 0 . 1 . 1
19 0 0 0 0 0 0
20 0 0 0 0 0 0
21 0 0 . 0 0 0
22 0 0 0 0 0 0
23 0 0 0 0 0 0
24 0 . 0 0 0 0
25 0 0 0 0 0 0
26 0 0 0 0 0 0
27 0 . 0 1 1 1
28 0 0 0 0 0 1
29 0 0 0 . 1 1
30 0 1 0 1 0 1
31 0 0 0 0 . 0
32 0 0 0 0 0 0
33 0 0 0 0 0 1
34 0 0 0 0 0 .
35 0 0 . 0 0 0
36 0 0 0 0 0 0
37 0 0 0 . 0 0
38 0 0 0 0 0 0
39 0 0 . 0 0 0
40 0 0 0 0 . 0
41 0 0 . 0 0 0
42 0 0 . 0 0 0
43 0 0 0 0 0 1
44 0 0 . . 0 0
45 0 . 0 0 1 1
46 0 0 1 0 1 1
47 0 . 0 0 0 0
48 0 0 0 0 0 0
49 0 0 0 0 0 0
50 0 0 1 0 0 0
51 0 0 0 1 0 0
52 0 0 0 0 1 1
53 0 . 0 0 0 0
54 0 . 0 0 0 0
55 0 0 . 0 0 0
56 1 . 0 1 1 1
57 0 . 0 . 0 0
58 0 0 0 1 1 1
59 0 0 0 0 0 0
60 0 0 0 0 0 0
61 1 1 1 1 1 1
62 0 0 0 0 1 0
63 0 0 0 0 0 0
64 0 0 0 0 0 0
65 1 1 . . 1 1
66 0 0 1 1 0 0
67 0 0 0 0 0 0
68 0 . 1 0 1 1
69 1 . 1 1 1 1
70 0 0 1 0 1 1
71 0 0 0 0 0 0
72 0 0 . . 0 0
73 0 0 0 0 0 0
74 0 0 0 0 0 0
75 0 1 1 1 1 1
76 0 0 0 0 1 1
77 1 1 0 1 1 1
78 0 0 0 0 0 0
79 1 0 0 0 1 1
80 0 0 0 0 0 .
81 0 0 . 0 0 0
82 0 0 0 0 0 0
83 0 0 0 . 0 .
84 0 0 0 0 0 1
85 0 0 0 0 1 1
86 0 0 0 0 . 1
87 0 0 1 1 0 0
88 0 0 . 0 0 0
89 0 0 0 0 0 0
90 0 0 0 0 0 0
91 0 0 0 0 0 1
92 0 0 0 0 0 0
93 0 0 0 0 0 0
94 0 0 0 . 0 0
95 0 0 0 0 0 0
96 0 0 0 0 0 .
97 0 1 0 1 0 1
98 1 0 . 0 0 0
99 0 0 0 . 1 1
100 0 0 0 0 0 0
101 0 . 0 0 0 0
102 0 0 0 0 0 1
103 1 1 1 1 . .
104 0 0 0 0 1 0
105 0 0 0 0 1 .
106 0 0 . 1 1 1
107 0 0 0 1 1 1
108 0 0 0 0 0 0
109 0 0 . 0 0 1
110 0 0 0 1 0 0
111 0 0 0 1 . 1
112 0 0 0 1 1 1
113 0 0 0 0 0 0
114 0 0 0 1 0 0
115 0 0 0 0 0 0
116 0 0 0 0 0 0
117 0 0 0 0 0 0
118 0 0 0 . 0 0
119 0 1 1 1 1 1
120 0 0 0 0 0 0
121 0 0 0 0 0 0
122 0 0 0 0 0 0
123 0 0 0 0 0 0
124 0 0 0 0 0 0
125 1 0 0 1 1 1
126 0 0 0 0 0 1
127 0 1 1 1 1 1
128 0 0 . . 0 0
129 1 1 1 1 . 0
130 0 0 0 . 0 0
131 0 0 1 . . 1
132 0 0 0 . 0 0
133 0 0 0 0 0 0
134 0 0 0 0 1 0
135 0 0 0 0 0 0
136 0 0 0 0 0 .
137 0 . 0 . 0 0
138 0 0 0 0 0 .
139 0 0 0 0 0 0
140 0 1 1 1 1 0
141 0 0 0 0 0 0
142 0 0 0 0 0 .
143 0 0 0 0 0 0
144 0 0 0 0 0 0
145 0 0 0 0 0 0
146 0 0 0 0 0 0
147 0 0 1 1 1 1
148 0 . 0 0 0 0
149 0 0 0 1 1 .
150 0 0 0 0 0 0
151 0 0 0 0 0 .
152 0 0 . 1 1 1
153 0 . 0 0 0 0
154 0 0 0 0 0 0
155 0 0 0 . 0 0
156 0 0 1 0 0 0
157 0 0 1 1 1 1
158 0 0 0 0 0 0
159 0 0 . . 0 0
160 0 0 0 0 0 .
161 0 0 0 0 0 0
162 0 0 0 0 0 0
163 0 1 0 1 1 1
164 0 1 1 1 1 1
165 0 0 1 1 1 1
166 0 1 0 1 1 1
167 0 0 0 . 0 0
168 0 0 0 0 0 0
169 0 0 1 1 1 1
170 0 0 0 0 1 1
171 1 1 1 . 1 1
172 0 . 0 0 0 0
173 0 0 0 0 0 1
174 0 0 0 0 . 0
175 0 0 1 1 . 1
176 0 1 . 1 1 .
177 0 0 0 0 1 0
