1 0 0 0 0 1 0
2 0 0 0 0 0 0
3 0 0 0 0 0 0
4 0 0 0 0 0 0
5 0 0 0 0 0 0
6 0 0 0 0 0 0
7 0 0 0 0 0 0
8 0 0 0 0 0 0
9 0 0 0 0 0 0
10 0 0 0 0 0 0
11 0 0 0 0 1 0
12 0 0 0 0 0 0
13 0 0 0 0 0 0
14 0 0 1 1 1 1
15 0 0 0 0 0 0
16 0 0 0 0 1 1
17 0 0 0 0 0 0
18 0 0 0 0 0 0
19 0 0 0 0 0 0
20 0 0 0 0 0 0
21 0 0 0 0 0 0
22 0 0 1 1 0 1
23 0 0 0 0 0 0
24 0 0 0 0 0 0
25 0 0 0 0 0 1
26 0 0 1 1 1 1
27 0 0 0 0 0 0
28 0 0 0 0 0 0
29 0 0 0 1 0 0
30 0 0 0 0 0 1
31 0 0 0 0 1 1
32 0 0 0 0 0 0
33 0 0 0 0 0 0
34 0 0 0 0 0 0
35 1 1 1 1 1 1
36 0 0 1 1 0 0
37 0 0 0 0 0 1
38 0 0 0 0 0 0
39 0 0 0 0 0 0
40 0 0 0 0 1 0
41 0 1 0 0 1 1
42 0 0 0 0 0 0
43 1 1 0 0 1 0
44 0 0 0 0 0 0
45 0 0 0 1 0 1
46 0 0 0 0 0 0
47 0 0 0 0 0 1
48 0 0 0 0 0 0
49 0 0 0 0 1 0
50 0 0 0 0 0 1
51 0 1 0 1 1 1
52 0 0 0 0 0 0
53 0 0 0 0 0 0
54 0 0 0 0 0 0
55 0 0 0 0 0 0
56 0 0 0 0 0 0
57 0 0 0 0 0 0
58 1 1 1 1 1 1
59 1 1 0 0 1 0
60 0 0 0 0 0 0
61 0 0 0 1 1 1
62 0 0 0 0 0 0
63 0 0 0 0 0 0
64 0 0 0 0 0 1
65 0 0 1 1 1 1
66 0 0 0 0 0 0
67 0 0 0 0 0 0
68 0 0 1 1 0 0
69 0 0 0 0 0 0
70 0 0 0 0 0 1
71 0 0 0 0 0 0
72 0 0 0 0 0 0
73 0 0 0 0 0 0
74 0 0 0 0 0 0
75 0 0 0 0 0 0
76 0 1 1 1 1 1
77 0 0 0 0 0 0
78 0 1 1 1 1 1
79 0 0 0 0 0 0
80 0 0 0 0 0 0
81 0 0 0 0 0 1
82 0 0 0 0 0 0
83 0 0 0 0 0 0
84 0 0 0 0 0 0
85 0 0 0 0 0 0
86 0 0 0 1 0 0
87 1 0 0 0 1 0
88 0 1 0 1 1 1
89 0 0 0 0 0 0
90 0 0 0 0 0 0
91 0 0 0 1 1 1
92 0 0 0 1 1 1
93 0 0 0 0 0 0
94 0 0 0 1 1 1
95 0 0 0 0 0 0
96 0 0 0 1 1 0
97 0 0 0 0 0 0
98 0 0 0 0 0 0
99 0 0 0 0 0 0
100 0 1 1 1 1 1
101 0 0 0 0 0 0
102 0 0 0 0 0 0
103 0 1 1 1 0 1
104 0 0 0 0 0 0
105 1 0 1 1 0 0
106 0 0 0 0 0 0
107 1 0 0 0 1 1
108 0 0 0 0 0 0
109 0 0 0 0 0 1
110 0 0 0 0 0 0
111 0 0 0 0 0 0
112 0 0 0 0 0 0
113 0 0 0 0 1 0
114 0 0 0 0 0 0
115 0 0 0 0 0 0
116 0 0 0 0 0 0
117 0 0 0 0 0 1
118 0 0 0 0 0 0
119 0 0 0 0 0 0
120 0 1 1 1 1 1
121 0 1 1 0 0 1
122 1 0 0 0 0 0
123 0 0 0 0 0 0
124 0 0 0 0 1 1
125 0 0 0 0 0 0
126 1 1 0 1 0 0
127 0 0 0 0 0 0
128 1 0 0 0 0 0
129 0 0 0 0 0 0
130 0 0 0 1 1 1
131 0 0 0 0 0 0
132 0 0 0 0 0 0
133 0 0 0 0 0 0
134 0 0 0 0 0 0
135 0 0 0 0 0 0
136 0 0 0 0 0 0
137 0 0 0 0 1 1
138 0 0 0 0 0 0
139 1 1 1 1 1 1
140 0 0 0 1 0 0
141 0 1 0 0 0 1
142 0 0 0 0 0 0
143 0 0 0 0 0 0
144 0 0 0 0 0 0
145 0 0 0 0 0 0
146 1 1 0 1 1 1
147 0 0 1 1 1 1
148 0 0 0 0 0 0
149 0 0 0 0 0 0
150 0 0 0 0 0 0
151 0 0 0 1 1 1
152 0 1 1 0 1 1
153 0 0 0 0 0 0
154 0 0 0 1 1 0
155 0 0 0 0 0 0
156 0 0 0 0 0 0
157 0 0 0 1 0 0
158 0 0 0 0 0 0
159 0 0 0 0 1 0
160 0 0 0 0 1 0
